プラトンがアテネ郊外に設立した学校,アカデメイア,
永遠不変の物そのもの、真実在。理性でのみ認識できる。,イデア,
最高のイデア,善のイデア,
永遠普遍のイデアによって構成される世界。人の魂が元いた故郷。,イデア界,
何かを知るということは魂がかつてみていたイデア界を思い起こすという考え,想起説,
想起説,アナムネーシス,
イデアを思い出そうとする欲求・思慕ー求める愛,エロース,
プラトンの著書(きー),饗宴,
プラトンの著書(こー),国家,
魂のイデアを認識する部分,理性,
魂の肉体に関わる部分,欲望,
魂の意志の働きをなす部分,気概,
理性の徳,知恵,
欲望の徳,勇気,
気概の徳,節制,
魂全体の徳,正義,
知恵・勇気・節制・正義,四元徳,
国家において知恵に相当する者,統治者,
国家において勇気に相当する者,防衛者,
国家において節制に相当する者,生産者,
国家全体の秩序と調和が保たれる正義の支配する国家,理想国家,
理想国家実現のためにイデアを認識する哲学者が統治しなければならない,哲人政治,
アリストテレスが設立した学園,リュケイオン,
個々の事物に内在化された本質,形相,
形相,エイドス,
素材,質料,
質料,ヒュレー,
形相が質料に可能性として秘められている状態：デュナミス,可能態,
形相が現実化していき、完全に具現化された状態,現実態,
自然を可能態としてみるアリストテレスの見方,目的論的自然観,
四原因説ー材質,質料因,
四原因説ー形,形相因,
四原因説ー存在の作用点,始動因,
四原因説ー存在の終着点,目的因,
知性の働きの良さに関わる徳,知性的徳,
実用的な目的を離れ、真理を純粋に考察すること,観想,
観想,テオーリア,
幸福,エウダイモニア,
人間の行動や態度の良さに関わる徳,習性的徳,
過度や不足の両端を避けて、適切な中間を選ぶこと,中庸,
友愛,フィリア,
動物のうちで人間だけがーを持つ,知性,
人間はー的動物である,ポリス,
法を守る広義の正義,全体的正義,
人々の間に公平が実現する狭義の正義,部分的正義,
名誉や財貨などを各人の功績や働きの違いに応じて配分する正義,配分的正義,
裁判の取引などで当事者たちの利害・得失が均等になるように調整する,調整的正義,
王制の腐敗した形態ー独裁者が自分の利益だけを図る,僭主制,
貴族制の腐敗した形態ー少数の富裕者によるもの,寡頭制,
共和制の腐敗した形態ー大衆によるもの,衆愚制,
アリストテレスの主著(にー),ニコマコス倫理学,
世界市民,コスモポリーテース,
人間は本症上快楽を追求する存在であると捉えた人物,エピクロス,
快楽主義→魂の平安,アタラクシア,
エピクロスの格言：心が乱されやすい公共の場から離れ、たましいの平安を保つ,隠れて生きよ,
ゼノンを創始者とする派閥,ストア派,他にもセネカ、キケロ、マルクス =アウレリウス等がいる
禁欲主義→不動心,アパテイア,禁欲主義は情念や快楽から解き放たれた境地
情念,パトス,
ゼノンの格言：人間のうちなる自然のである理性(ロゴス)に従うこと,自然に従って生きよ,
古代ギリシア哲学(人間性の尊重・合理主義),ヘレニズム,
ユダヤ教&キリスト教(無力さの自覚・信仰による救済、紙の前での平等),ヘブライズム,
ユダヤ教の聖典,旧約聖書,
預言者,モーセ,
律法,トーラー,
神はユダヤ人を特別な民として選び、民族の繁栄を約束,選民思想,
終末では、人間が生前の行いを審判され天国か地獄行きかを決められる,最後の審判,
ユダヤ教の救世主(ヘブライ語),メシア,
イスラエル民族の父,アブラハム,
アブラハムが導いた約束の地,カナン,
新バビロニア王国によってカナンにいた住民が移住させられた,バビロン捕囚,
神と人間の正しい関係,神の儀,
キリスト教の聖典,新約聖書,
神による救いの時がやってくるという喜ばしい知らせ,福音,
イエスはーから洗礼を受け、伝導を開始する,ヨハネ,
キリストが批判した形骸化した律法主義を唱える派閥(ぱー),パリサイ派,
キリストが批判した形骸化した律法主義を唱える派閥(さー),サドカイ派,
キリスト教の救世主,キリスト,
神の人間への無性の愛,アガペー,
隣人愛について有名な言葉,隣人を自分のように愛しなさい,
人にしてもらいたいと思うことはなんでも、あなた方も人にしなさい,黄金律,
元ユダヤ教徒で、イエスの死を贖罪だと解釈した人物,パウロ,神がイエスを遣わし十字架の上で死なせたのは、人間の現在を贖うためであった
パウロは元ユダヤ教徒であったが、キリスト教にーした,回心,
神の前で人が正しいとされるのは、律法の遵守ではなく信仰によると説,信仰義認説,ユダヤ教では律法の遵守を重視
キリスト教の三元徳,愛・希望・信仰,
最大の教父と評される三位一体論を著した人物,アウグスティヌス,父なる神と小なるキリストと聖者の三者は実態が一つであるとする三者は実態が一つであるとする三位一体の教義を確立
神による救いは神の意思によって予め決められているとする説,恩寵予定説,罪の状態にある人間が救われるのは、人間の意思によってではなく、ただ神の一方的な恩寵による。
アウグスティヌスは歴史をーと「地上の国」との対立として捉えた。,神の国,キリストが再臨する歴史の終末に「神の国」が実現されるとする独自に歴史哲学を展開した。
アウグスティヌスの著書(こー),告白,他には「神の国」と「三位一体論」
当時の哲学は教会や修道院に付属する学校で教授・学習されたためーと呼ばれる,スコラ哲学,学校ーscholaースコラ
スコラ哲学の完成者,トマス・アクィナス,アリストテレス哲学から影響
トマス・アクィナスの主著,神学大全,信仰優位のもと、信仰と理性の調和を図る
神の永遠の法を人間が理性によって捉えたもの,自然法,人間が実践する際の第一の原理であり、人間社会の根本規範
概念が先にあってそれが個物に加わることでそれらが存在するという考え方,実在論,
普遍論争にて、実在論の立場をとった人物,アンセルムス,
言葉は一般的な概念を表すものに過ぎないという考え方,唯名論,
普遍論争にて、実在するものは具体的な個物であるという立場をとった人物,ウィリアム・オブ・オッカム,信仰と理性を切り分けて考え、この考え方が近代科学の出発点となっている。
